sample_id,taxa,count_per_L,biomass_per_L,measurement_method
84,Thalassiosira,0.0,,microscopy
85,Thalassiosira,0.0,,microscopy
87,Thalassiosira,0.0,,microscopy
90,Thalassiosira,0.0,,microscopy
93,Thalassiosira,0.0,,microscopy
95,Thalassiosira,0.0,,microscopy
97,Thalassiosira,4640.0,,microscopy
100,Thalassiosira,320.0,,microscopy
102,Thalassiosira,5360.0,,microscopy
105,Thalassiosira,320.0,,microscopy
108,Thalassiosira,0.0,,microscopy
110,Thalassiosira,0.0,,microscopy
112,Thalassiosira,0.0,,microscopy
6,Thalassiosira eccentrica,0.0,,microscopy
9,Thalassiosira eccentrica,20.0,,microscopy
11,Thalassiosira eccentrica,0.0,,microscopy
15,Thalassiosira eccentrica,0.0,,microscopy
16,Thalassiosira eccentrica,0.0,,microscopy
20,Thalassiosira eccentrica,0.0,,microscopy
21,Thalassiosira eccentrica,0.0,,microscopy
23,Thalassiosira eccentrica,0.0,,microscopy
26,Thalassiosira eccentrica,0.0,,microscopy
29,Thalassiosira eccentrica,0.0,,microscopy
31,Thalassiosira eccentrica,0.0,,microscopy
33,Thalassiosira eccentrica,0.0,,microscopy
36,Thalassiosira eccentrica,0.0,,microscopy
39,Thalassiosira eccentrica,0.0,,microscopy
41,Thalassiosira eccentrica,0.0,,microscopy
44,Thalassiosira eccentrica,0.0,,microscopy
46,Thalassiosira eccentrica,0.0,,microscopy
49,Thalassiosira eccentrica,0.0,,microscopy
51,Thalassiosira eccentrica,0.0,,microscopy
55,Thalassiosira eccentrica,0.0,,microscopy
58,Thalassiosira eccentrica,20.0,,microscopy
60,Thalassiosira eccentrica,0.0,,microscopy
63,Thalassiosira eccentrica,0.0,,microscopy
65,Thalassiosira eccentrica,0.0,,microscopy
69,Thalassiosira eccentrica,0.0,,microscopy
70,Thalassiosira eccentrica,0.0,,microscopy
73,Thalassiosira eccentrica,0.0,,microscopy
75,Thalassiosira eccentrica,0.0,,microscopy
78,Thalassiosira eccentrica,0.0,,microscopy
80,Thalassiosira eccentrica,0.0,,microscopy
84,Thalassiosira eccentrica,0.0,,microscopy
85,Thalassiosira eccentrica,0.0,,microscopy
87,Thalassiosira eccentrica,0.0,,microscopy
90,Thalassiosira eccentrica,0.0,,microscopy
93,Thalassiosira eccentrica,0.0,,microscopy
95,Thalassiosira eccentrica,0.0,,microscopy
97,Thalassiosira eccentrica,0.0,,microscopy
100,Thalassiosira eccentrica,0.0,,microscopy
102,Thalassiosira eccentrica,240.0,,microscopy
105,Thalassiosira eccentrica,0.0,,microscopy
108,Thalassiosira eccentrica,0.0,,microscopy
110,Thalassiosira eccentrica,0.0,,microscopy
112,Thalassiosira eccentrica,0.0,,microscopy
6,Thalassiosira gravida,0.0,,microscopy
9,Thalassiosira gravida,0.0,,microscopy
11,Thalassiosira gravida,0.0,,microscopy
15,Thalassiosira gravida,0.0,,microscopy
16,Thalassiosira gravida,0.0,,microscopy
20,Thalassiosira gravida,0.0,,microscopy
21,Thalassiosira gravida,0.0,,microscopy
23,Thalassiosira gravida,0.0,,microscopy
26,Thalassiosira gravida,0.0,,microscopy
29,Thalassiosira gravida,0.0,,microscopy
31,Thalassiosira gravida,0.0,,microscopy
33,Thalassiosira gravida,0.0,,microscopy
36,Thalassiosira gravida,0.0,,microscopy
39,Thalassiosira gravida,0.0,,microscopy
41,Thalassiosira gravida,0.0,,microscopy
44,Thalassiosira gravida,0.0,,microscopy
46,Thalassiosira gravida,0.0,,microscopy
49,Thalassiosira gravida,0.0,,microscopy
51,Thalassiosira gravida,0.0,,microscopy
55,Thalassiosira gravida,0.0,,microscopy
58,Thalassiosira gravida,0.0,,microscopy
60,Thalassiosira gravida,0.0,,microscopy
63,Thalassiosira gravida,0.0,,microscopy
65,Thalassiosira gravida,0.0,,microscopy
69,Thalassiosira gravida,0.0,,microscopy
70,Thalassiosira gravida,0.0,,microscopy
73,Thalassiosira gravida,0.0,,microscopy
75,Thalassiosira gravida,0.0,,microscopy
78,Thalassiosira gravida,0.0,,microscopy
80,Thalassiosira gravida,0.0,,microscopy
84,Thalassiosira gravida,0.0,,microscopy
85,Thalassiosira gravida,0.0,,microscopy
87,Thalassiosira gravida,0.0,,microscopy
90,Thalassiosira gravida,0.0,,microscopy
93,Thalassiosira gravida,0.0,,microscopy
95,Thalassiosira gravida,0.0,,microscopy
97,Thalassiosira gravida,0.0,,microscopy
100,Thalassiosira gravida,0.0,,microscopy
102,Thalassiosira gravida,60.0,,microscopy
105,Thalassiosira gravida,160.0,,microscopy
108,Thalassiosira gravida,0.0,,microscopy
110,Thalassiosira gravida,0.0,,microscopy
112,Thalassiosira gravida,0.0,,microscopy
6,Thalassiothrix delicatula,0.0,,microscopy
9,Thalassiothrix delicatula,0.0,,microscopy
11,Thalassiothrix delicatula,0.0,,microscopy
15,Thalassiothrix delicatula,20.0,,microscopy
16,Thalassiothrix delicatula,0.0,,microscopy
20,Thalassiothrix delicatula,0.0,,microscopy
21,Thalassiothrix delicatula,0.0,,microscopy
23,Thalassiothrix delicatula,0.0,,microscopy
26,Thalassiothrix delicatula,0.0,,microscopy
29,Thalassiothrix delicatula,0.0,,microscopy
31,Thalassiothrix delicatula,0.0,,microscopy
33,Thalassiothrix delicatula,20.0,,microscopy
36,Thalassiothrix delicatula,0.0,,microscopy
39,Thalassiothrix delicatula,0.0,,microscopy
41,Thalassiothrix delicatula,0.0,,microscopy
44,Thalassiothrix delicatula,0.0,,microscopy
46,Thalassiothrix delicatula,0.0,,microscopy
49,Thalassiothrix delicatula,0.0,,microscopy
51,Thalassiothrix delicatula,0.0,,microscopy
55,Thalassiothrix delicatula,0.0,,microscopy
58,Thalassiothrix delicatula,0.0,,microscopy
60,Thalassiothrix delicatula,0.0,,microscopy
63,Thalassiothrix delicatula,0.0,,microscopy
65,Thalassiothrix delicatula,0.0,,microscopy
69,Thalassiothrix delicatula,0.0,,microscopy
70,Thalassiothrix delicatula,0.0,,microscopy
73,Thalassiothrix delicatula,0.0,,microscopy
75,Thalassiothrix delicatula,0.0,,microscopy
78,Thalassiothrix delicatula,0.0,,microscopy
80,Thalassiothrix delicatula,0.0,,microscopy
84,Thalassiothrix delicatula,20.0,,microscopy
85,Thalassiothrix delicatula,0.0,,microscopy
87,Thalassiothrix delicatula,0.0,,microscopy
90,Thalassiothrix delicatula,0.0,,microscopy
93,Thalassiothrix delicatula,40.0,,microscopy
95,Thalassiothrix delicatula,20.0,,microscopy
97,Thalassiothrix delicatula,40.0,,microscopy
100,Thalassiothrix delicatula,0.0,,microscopy
102,Thalassiothrix delicatula,20.0,,microscopy
105,Thalassiothrix delicatula,0.0,,microscopy
108,Thalassiothrix delicatula,0.0,,microscopy
110,Thalassiothrix delicatula,0.0,,microscopy
112,Thalassiothrix delicatula,0.0,,microscopy
6,Tropidoneis,0.0,,microscopy
9,Tropidoneis,0.0,,microscopy
11,Tropidoneis,0.0,,microscopy
15,Tropidoneis,0.0,,microscopy
16,Tropidoneis,0.0,,microscopy
20,Tropidoneis,0.0,,microscopy
21,Tropidoneis,0.0,,microscopy
23,Tropidoneis,0.0,,microscopy
26,Tropidoneis,0.0,,microscopy
29,Tropidoneis,0.0,,microscopy
31,Tropidoneis,0.0,,microscopy
33,Tropidoneis,0.0,,microscopy
36,Tropidoneis,0.0,,microscopy
39,Tropidoneis,0.0,,microscopy
41,Tropidoneis,0.0,,microscopy
44,Tropidoneis,0.0,,microscopy
46,Tropidoneis,0.0,,microscopy
49,Tropidoneis,0.0,,microscopy
51,Tropidoneis,0.0,,microscopy
55,Tropidoneis,0.0,,microscopy
58,Tropidoneis,0.0,,microscopy
60,Tropidoneis,0.0,,microscopy
63,Tropidoneis,0.0,,microscopy
65,Tropidoneis,0.0,,microscopy
69,Tropidoneis,0.0,,microscopy
70,Tropidoneis,0.0,,microscopy
73,Tropidoneis,0.0,,microscopy
75,Tropidoneis,0.0,,microscopy
78,Tropidoneis,0.0,,microscopy
80,Tropidoneis,0.0,,microscopy
84,Tropidoneis,0.0,,microscopy
85,Tropidoneis,0.0,,microscopy
87,Tropidoneis,0.0,,microscopy
90,Tropidoneis,0.0,,microscopy
93,Tropidoneis,0.0,,microscopy
95,Tropidoneis,0.0,,microscopy
97,Tropidoneis,0.0,,microscopy
100,Tropidoneis,0.0,,microscopy
102,Tropidoneis,80.0,,microscopy
105,Tropidoneis,0.0,,microscopy
108,Tropidoneis,0.0,,microscopy
110,Tropidoneis,0.0,,microscopy
112,Tropidoneis,80.0,,microscopy
6,Amphisolenia globosa,0.0,,microscopy
9,Amphisolenia globosa,0.0,,microscopy
11,Amphisolenia globosa,0.0,,microscopy
15,Amphisolenia globosa,0.0,,microscopy
16,Amphisolenia globosa,0.0,,microscopy
20,Amphisolenia globosa,20.0,,microscopy
21,Amphisolenia globosa,0.0,,microscopy
23,Amphisolenia globosa,0.0,,microscopy
26,Amphisolenia globosa,0.0,,microscopy
29,Amphisolenia globosa,0.0,,microscopy
31,Amphisolenia globosa,0.0,,microscopy
33,Amphisolenia globosa,0.0,,microscopy
36,Amphisolenia globosa,0.0,,microscopy
39,Amphisolenia globosa,0.0,,microscopy
41,Amphisolenia globosa,0.0,,microscopy
44,Amphisolenia globosa,0.0,,microscopy
46,Amphisolenia globosa,0.0,,microscopy
49,Amphisolenia globosa,0.0,,microscopy
51,Amphisolenia globosa,0.0,,microscopy
55,Amphisolenia globosa,0.0,,microscopy
58,Amphisolenia globosa,0.0,,microscopy
60,Amphisolenia globosa,0.0,,microscopy
63,Amphisolenia globosa,0.0,,microscopy
65,Amphisolenia globosa,0.0,,microscopy
69,Amphisolenia globosa,0.0,,microscopy
70,Amphisolenia globosa,0.0,,microscopy
73,Amphisolenia globosa,0.0,,microscopy
75,Amphisolenia globosa,0.0,,microscopy
78,Amphisolenia globosa,0.0,,microscopy
80,Amphisolenia globosa,0.0,,microscopy
84,Amphisolenia globosa,0.0,,microscopy
85,Amphisolenia globosa,0.0,,microscopy
87,Amphisolenia globosa,0.0,,microscopy
90,Amphisolenia globosa,0.0,,microscopy
93,Amphisolenia globosa,0.0,,microscopy
95,Amphisolenia globosa,0.0,,microscopy
97,Amphisolenia globosa,0.0,,microscopy
100,Amphisolenia globosa,0.0,,microscopy
102,Amphisolenia globosa,0.0,,microscopy
105,Amphisolenia globosa,0.0,,microscopy
108,Amphisolenia globosa,0.0,,microscopy
110,Amphisolenia globosa,0.0,,microscopy
112,Amphisolenia globosa,0.0,,microscopy
6,Ceratium extensum,0.0,,microscopy
9,Ceratium extensum,0.0,,microscopy
11,Ceratium extensum,0.0,,microscopy
15,Ceratium extensum,0.0,,microscopy
16,Ceratium extensum,0.0,,microscopy
20,Ceratium extensum,0.0,,microscopy
21,Ceratium extensum,0.0,,microscopy
23,Ceratium extensum,0.0,,microscopy
26,Ceratium extensum,0.0,,microscopy
29,Ceratium extensum,0.0,,microscopy
31,Ceratium extensum,0.0,,microscopy
33,Ceratium extensum,0.0,,microscopy
36,Ceratium extensum,0.0,,microscopy
39,Ceratium extensum,0.0,,microscopy
41,Ceratium extensum,0.0,,microscopy
44,Ceratium extensum,0.0,,microscopy
46,Ceratium extensum,0.0,,microscopy
49,Ceratium extensum,0.0,,microscopy
51,Ceratium extensum,0.0,,microscopy
55,Ceratium extensum,0.0,,microscopy
58,Ceratium extensum,0.0,,microscopy
60,Ceratium extensum,0.0,,microscopy
63,Ceratium extensum,0.0,,microscopy
65,Ceratium extensum,0.0,,microscopy
69,Ceratium extensum,0.0,,microscopy
70,Ceratium extensum,0.0,,microscopy
73,Ceratium extensum,0.0,,microscopy
75,Ceratium extensum,20.0,,microscopy
78,Ceratium extensum,0.0,,microscopy
80,Ceratium extensum,0.0,,microscopy
84,Ceratium extensum,0.0,,microscopy
85,Ceratium extensum,0.0,,microscopy
87,Ceratium extensum,0.0,,microscopy
90,Ceratium extensum,0.0,,microscopy
93,Ceratium extensum,20.0,,microscopy
95,Ceratium extensum,0.0,,microscopy
97,Ceratium extensum,0.0,,microscopy
100,Ceratium extensum,0.0,,microscopy
102,Ceratium extensum,0.0,,microscopy
105,Ceratium extensum,0.0,,microscopy
108,Ceratium extensum,0.0,,microscopy
110,Ceratium extensum,0.0,,microscopy
112,Ceratium extensum,0.0,,microscopy
6,Ceratium furca,0.0,,microscopy
9,Ceratium furca,0.0,,microscopy
11,Ceratium furca,0.0,,microscopy
15,Ceratium furca,0.0,,microscopy
16,Ceratium furca,0.0,,microscopy
20,Ceratium furca,0.0,,microscopy
21,Ceratium furca,0.0,,microscopy
23,Ceratium furca,0.0,,microscopy
26,Ceratium furca,0.0,,microscopy
29,Ceratium furca,0.0,,microscopy
31,Ceratium furca,0.0,,microscopy
33,Ceratium furca,0.0,,microscopy
36,Ceratium furca,0.0,,microscopy
39,Ceratium furca,0.0,,microscopy
41,Ceratium furca,0.0,,microscopy
44,Ceratium furca,0.0,,microscopy
46,Ceratium furca,0.0,,microscopy
49,Ceratium furca,0.0,,microscopy
51,Ceratium furca,0.0,,microscopy
55,Ceratium furca,0.0,,microscopy
58,Ceratium furca,0.0,,microscopy
60,Ceratium furca,0.0,,microscopy
63,Ceratium furca,0.0,,microscopy
65,Ceratium furca,0.0,,microscopy
69,Ceratium furca,0.0,,microscopy
70,Ceratium furca,0.0,,microscopy
73,Ceratium furca,0.0,,microscopy
75,Ceratium furca,0.0,,microscopy
78,Ceratium furca,0.0,,microscopy
80,Ceratium furca,0.0,,microscopy
84,Ceratium furca,0.0,,microscopy
85,Ceratium furca,0.0,,microscopy
87,Ceratium furca,0.0,,microscopy
90,Ceratium furca,20.0,,microscopy
93,Ceratium furca,0.0,,microscopy
95,Ceratium furca,0.0,,microscopy
97,Ceratium furca,0.0,,microscopy
100,Ceratium furca,0.0,,microscopy
102,Ceratium furca,0.0,,microscopy
105,Ceratium furca,0.0,,microscopy
108,Ceratium furca,0.0,,microscopy
110,Ceratium furca,0.0,,microscopy
112,Ceratium furca,0.0,,microscopy
6,Ceratium fusus,0.0,,microscopy
9,Ceratium fusus,0.0,,microscopy
11,Ceratium fusus,0.0,,microscopy
15,Ceratium fusus,0.0,,microscopy
16,Ceratium fusus,0.0,,microscopy
20,Ceratium fusus,0.0,,microscopy
21,Ceratium fusus,0.0,,microscopy
23,Ceratium fusus,0.0,,microscopy
26,Ceratium fusus,0.0,,microscopy
29,Ceratium fusus,0.0,,microscopy
31,Ceratium fusus,80.0,,microscopy
33,Ceratium fusus,60.0,,microscopy
36,Ceratium fusus,0.0,,microscopy
39,Ceratium fusus,0.0,,microscopy
41,Ceratium fusus,0.0,,microscopy
44,Ceratium fusus,0.0,,microscopy
46,Ceratium fusus,0.0,,microscopy
49,Ceratium fusus,0.0,,microscopy
51,Ceratium fusus,0.0,,microscopy
55,Ceratium fusus,0.0,,microscopy
58,Ceratium fusus,0.0,,microscopy
60,Ceratium fusus,0.0,,microscopy
63,Ceratium fusus,0.0,,microscopy
65,Ceratium fusus,0.0,,microscopy
69,Ceratium fusus,0.0,,microscopy
70,Ceratium fusus,0.0,,microscopy
73,Ceratium fusus,0.0,,microscopy
75,Ceratium fusus,0.0,,microscopy
78,Ceratium fusus,0.0,,microscopy
80,Ceratium fusus,0.0,,microscopy
84,Ceratium fusus,0.0,,microscopy
85,Ceratium fusus,0.0,,microscopy
87,Ceratium fusus,0.0,,microscopy
90,Ceratium fusus,0.0,,microscopy
93,Ceratium fusus,0.0,,microscopy
95,Ceratium fusus,0.0,,microscopy
97,Ceratium fusus,0.0,,microscopy
100,Ceratium fusus,0.0,,microscopy
102,Ceratium fusus,0.0,,microscopy
105,Ceratium fusus,0.0,,microscopy
108,Ceratium fusus,0.0,,microscopy
110,Ceratium fusus,0.0,,microscopy
112,Ceratium fusus,0.0,,microscopy
6,Ceratium lineatum,0.0,,microscopy
9,Ceratium lineatum,20.0,,microscopy
11,Ceratium lineatum,0.0,,microscopy
15,Ceratium lineatum,0.0,,microscopy
16,Ceratium lineatum,0.0,,microscopy
20,Ceratium lineatum,0.0,,microscopy
21,Ceratium lineatum,0.0,,microscopy
23,Ceratium lineatum,0.0,,microscopy
26,Ceratium lineatum,0.0,,microscopy
29,Ceratium lineatum,0.0,,microscopy
31,Ceratium lineatum,20.0,,microscopy
33,Ceratium lineatum,140.0,,microscopy
36,Ceratium lineatum,0.0,,microscopy
39,Ceratium lineatum,0.0,,microscopy
41,Ceratium lineatum,0.0,,microscopy
44,Ceratium lineatum,0.0,,microscopy
46,Ceratium lineatum,0.0,,microscopy
49,Ceratium lineatum,0.0,,microscopy
51,Ceratium lineatum,0.0,,microscopy
55,Ceratium lineatum,0.0,,microscopy
58,Ceratium lineatum,0.0,,microscopy
60,Ceratium lineatum,0.0,,microscopy
63,Ceratium lineatum,0.0,,microscopy
65,Ceratium lineatum,0.0,,microscopy
69,Ceratium lineatum,0.0,,microscopy
70,Ceratium lineatum,0.0,,microscopy
73,Ceratium lineatum,0.0,,microscopy
75,Ceratium lineatum,0.0,,microscopy
78,Ceratium lineatum,0.0,,microscopy
80,Ceratium lineatum,0.0,,microscopy
84,Ceratium lineatum,0.0,,microscopy
85,Ceratium lineatum,0.0,,microscopy
87,Ceratium lineatum,0.0,,microscopy
90,Ceratium lineatum,0.0,,microscopy
93,Ceratium lineatum,0.0,,microscopy
95,Ceratium lineatum,0.0,,microscopy
97,Ceratium lineatum,0.0,,microscopy
100,Ceratium lineatum,80.0,,microscopy
102,Ceratium lineatum,80.0,,microscopy
105,Ceratium lineatum,0.0,,microscopy
108,Ceratium lineatum,0.0,,microscopy
110,Ceratium lineatum,0.0,,microscopy
112,Ceratium lineatum,0.0,,microscopy
6,Ceratium pentagonum,0.0,,microscopy
9,Ceratium pentagonum,0.0,,microscopy
11,Ceratium pentagonum,0.0,,microscopy
15,Ceratium pentagonum,0.0,,microscopy
16,Ceratium pentagonum,0.0,,microscopy
20,Ceratium pentagonum,0.0,,microscopy
21,Ceratium pentagonum,0.0,,microscopy
23,Ceratium pentagonum,0.0,,microscopy
26,Ceratium pentagonum,0.0,,microscopy
29,Ceratium pentagonum,0.0,,microscopy
31,Ceratium pentagonum,80.0,,microscopy
33,Ceratium pentagonum,40.0,,microscopy
36,Ceratium pentagonum,0.0,,microscopy
39,Ceratium pentagonum,0.0,,microscopy
41,Ceratium pentagonum,20.0,,microscopy
44,Ceratium pentagonum,0.0,,microscopy
46,Ceratium pentagonum,20.0,,microscopy
49,Ceratium pentagonum,0.0,,microscopy
51,Ceratium pentagonum,0.0,,microscopy
55,Ceratium pentagonum,0.0,,microscopy
58,Ceratium pentagonum,0.0,,microscopy
60,Ceratium pentagonum,0.0,,microscopy
63,Ceratium pentagonum,0.0,,microscopy
65,Ceratium pentagonum,0.0,,microscopy
69,Ceratium pentagonum,0.0,,microscopy
70,Ceratium pentagonum,0.0,,microscopy
73,Ceratium pentagonum,0.0,,microscopy
75,Ceratium pentagonum,0.0,,microscopy
78,Ceratium pentagonum,0.0,,microscopy
80,Ceratium pentagonum,0.0,,microscopy
84,Ceratium pentagonum,0.0,,microscopy
85,Ceratium pentagonum,0.0,,microscopy
87,Ceratium pentagonum,0.0,,microscopy
90,Ceratium pentagonum,0.0,,microscopy
93,Ceratium pentagonum,0.0,,microscopy
95,Ceratium pentagonum,20.0,,microscopy
97,Ceratium pentagonum,0.0,,microscopy
100,Ceratium pentagonum,20.0,,microscopy
102,Ceratium pentagonum,20.0,,microscopy
105,Ceratium pentagonum,0.0,,microscopy
108,Ceratium pentagonum,0.0,,microscopy
110,Ceratium pentagonum,0.0,,microscopy
112,Ceratium pentagonum,0.0,,microscopy
6,Ceratium tripos,0.0,,microscopy
9,Ceratium tripos,0.0,,microscopy
11,Ceratium tripos,0.0,,microscopy
15,Ceratium tripos,0.0,,microscopy
16,Ceratium tripos,0.0,,microscopy
20,Ceratium tripos,0.0,,microscopy
21,Ceratium tripos,0.0,,microscopy
23,Ceratium tripos,0.0,,microscopy
26,Ceratium tripos,0.0,,microscopy
29,Ceratium tripos,0.0,,microscopy
31,Ceratium tripos,20.0,,microscopy
33,Ceratium tripos,0.0,,microscopy
36,Ceratium tripos,0.0,,microscopy
39,Ceratium tripos,0.0,,microscopy
41,Ceratium tripos,20.0,,microscopy
44,Ceratium tripos,0.0,,microscopy
46,Ceratium tripos,0.0,,microscopy
49,Ceratium tripos,0.0,,microscopy
51,Ceratium tripos,0.0,,microscopy
55,Ceratium tripos,0.0,,microscopy
58,Ceratium tripos,0.0,,microscopy
60,Ceratium tripos,0.0,,microscopy
63,Ceratium tripos,0.0,,microscopy
65,Ceratium tripos,0.0,,microscopy
69,Ceratium tripos,0.0,,microscopy
70,Ceratium tripos,0.0,,microscopy
73,Ceratium tripos,0.0,,microscopy
75,Ceratium tripos,0.0,,microscopy
78,Ceratium tripos,0.0,,microscopy
80,Ceratium tripos,0.0,,microscopy
84,Ceratium tripos,0.0,,microscopy
85,Ceratium tripos,0.0,,microscopy
87,Ceratium tripos,0.0,,microscopy
90,Ceratium tripos,0.0,,microscopy
93,Ceratium tripos,0.0,,microscopy
95,Ceratium tripos,0.0,,microscopy
97,Ceratium tripos,0.0,,microscopy
100,Ceratium tripos,0.0,,microscopy
102,Ceratium tripos,0.0,,microscopy
105,Ceratium tripos,0.0,,microscopy
108,Ceratium tripos,0.0,,microscopy
110,Ceratium tripos,0.0,,microscopy
112,Ceratium tripos,0.0,,microscopy
6,Ceratium boehmii,0.0,,microscopy
9,Ceratium boehmii,0.0,,microscopy
11,Ceratium boehmii,0.0,,microscopy
15,Ceratium boehmii,0.0,,microscopy
16,Ceratium boehmii,0.0,,microscopy
20,Ceratium boehmii,0.0,,microscopy
21,Ceratium boehmii,0.0,,microscopy
23,Ceratium boehmii,0.0,,microscopy
26,Ceratium boehmii,0.0,,microscopy
29,Ceratium boehmii,0.0,,microscopy
31,Ceratium boehmii,20.0,,microscopy
33,Ceratium boehmii,0.0,,microscopy
36,Ceratium boehmii,0.0,,microscopy
39,Ceratium boehmii,0.0,,microscopy
41,Ceratium boehmii,0.0,,microscopy
44,Ceratium boehmii,0.0,,microscopy
46,Ceratium boehmii,0.0,,microscopy
49,Ceratium boehmii,0.0,,microscopy
51,Ceratium boehmii,0.0,,microscopy
55,Ceratium boehmii,0.0,,microscopy
58,Ceratium boehmii,0.0,,microscopy
60,Ceratium boehmii,0.0,,microscopy
63,Ceratium boehmii,0.0,,microscopy
65,Ceratium boehmii,0.0,,microscopy
69,Ceratium boehmii,60.0,,microscopy
70,Ceratium boehmii,0.0,,microscopy
73,Ceratium boehmii,0.0,,microscopy
75,Ceratium boehmii,0.0,,microscopy
78,Ceratium boehmii,0.0,,microscopy
80,Ceratium boehmii,40.0,,microscopy
84,Ceratium boehmii,0.0,,microscopy
85,Ceratium boehmii,20.0,,microscopy
87,Ceratium boehmii,0.0,,microscopy
90,Ceratium boehmii,0.0,,microscopy
93,Ceratium boehmii,60.0,,microscopy
95,Ceratium boehmii,60.0,,microscopy
97,Ceratium boehmii,20.0,,microscopy
100,Ceratium boehmii,0.0,,microscopy
102,Ceratium boehmii,0.0,,microscopy
105,Ceratium boehmii,0.0,,microscopy
108,Ceratium boehmii,0.0,,microscopy
110,Ceratium boehmii,0.0,,microscopy
112,Ceratium boehmii,0.0,,microscopy
6,Ceratium teres,0.0,,microscopy
9,Ceratium teres,0.0,,microscopy
11,Ceratium teres,0.0,,microscopy
15,Ceratium teres,0.0,,microscopy
16,Ceratium teres,0.0,,microscopy
20,Ceratium teres,0.0,,microscopy
21,Ceratium teres,0.0,,microscopy
23,Ceratium teres,0.0,,microscopy
26,Ceratium teres,0.0,,microscopy
29,Ceratium teres,0.0,,microscopy
31,Ceratium teres,0.0,,microscopy
33,Ceratium teres,0.0,,microscopy
36,Ceratium teres,40.0,,microscopy
39,Ceratium teres,0.0,,microscopy
41,Ceratium teres,40.0,,microscopy
44,Ceratium teres,0.0,,microscopy
46,Ceratium teres,0.0,,microscopy
49,Ceratium teres,0.0,,microscopy
51,Ceratium teres,100.0,,microscopy
55,Ceratium teres,40.0,,microscopy
58,Ceratium teres,0.0,,microscopy
60,Ceratium teres,20.0,,microscopy
63,Ceratium teres,0.0,,microscopy
65,Ceratium teres,20.0,,microscopy
69,Ceratium teres,0.0,,microscopy
70,Ceratium teres,20.0,,microscopy
73,Ceratium teres,0.0,,microscopy
75,Ceratium teres,40.0,,microscopy
78,Ceratium teres,0.0,,microscopy
80,Ceratium teres,80.0,,microscopy
84,Ceratium teres,0.0,,microscopy
85,Ceratium teres,0.0,,microscopy
87,Ceratium teres,0.0,,microscopy
90,Ceratium teres,0.0,,microscopy
93,Ceratium teres,0.0,,microscopy
95,Ceratium teres,0.0,,microscopy
97,Ceratium teres,0.0,,microscopy
100,Ceratium teres,0.0,,microscopy
102,Ceratium teres,0.0,,microscopy
105,Ceratium teres,0.0,,microscopy
108,Ceratium teres,0.0,,microscopy
110,Ceratium teres,0.0,,microscopy
112,Ceratium teres,0.0,,microscopy
6,Ceratium paradoxides,0.0,,microscopy
9,Ceratium paradoxides,20.0,,microscopy
11,Ceratium paradoxides,0.0,,microscopy
15,Ceratium paradoxides,0.0,,microscopy
16,Ceratium paradoxides,0.0,,microscopy
20,Ceratium paradoxides,0.0,,microscopy
21,Ceratium paradoxides,0.0,,microscopy
23,Ceratium paradoxides,0.0,,microscopy
26,Ceratium paradoxides,0.0,,microscopy
29,Ceratium paradoxides,0.0,,microscopy
31,Ceratium paradoxides,0.0,,microscopy
33,Ceratium paradoxides,0.0,,microscopy
36,Ceratium paradoxides,0.0,,microscopy
39,Ceratium paradoxides,0.0,,microscopy
41,Ceratium paradoxides,0.0,,microscopy
44,Ceratium paradoxides,0.0,,microscopy
46,Ceratium paradoxides,0.0,,microscopy
49,Ceratium paradoxides,0.0,,microscopy
51,Ceratium paradoxides,0.0,,microscopy
55,Ceratium paradoxides,0.0,,microscopy
58,Ceratium paradoxides,0.0,,microscopy
60,Ceratium paradoxides,0.0,,microscopy
63,Ceratium paradoxides,0.0,,microscopy
65,Ceratium paradoxides,0.0,,microscopy
69,Ceratium paradoxides,0.0,,microscopy
70,Ceratium paradoxides,0.0,,microscopy
73,Ceratium paradoxides,0.0,,microscopy
75,Ceratium paradoxides,0.0,,microscopy
78,Ceratium paradoxides,0.0,,microscopy
80,Ceratium paradoxides,0.0,,microscopy
84,Ceratium paradoxides,0.0,,microscopy
85,Ceratium paradoxides,0.0,,microscopy
87,Ceratium paradoxides,0.0,,microscopy
90,Ceratium paradoxides,0.0,,microscopy
93,Ceratium paradoxides,0.0,,microscopy
95,Ceratium paradoxides,0.0,,microscopy
97,Ceratium paradoxides,0.0,,microscopy
100,Ceratium paradoxides,0.0,,microscopy
102,Ceratium paradoxides,0.0,,microscopy
105,Ceratium paradoxides,0.0,,microscopy
108,Ceratium paradoxides,0.0,,microscopy
110,Ceratium paradoxides,0.0,,microscopy
112,Ceratium paradoxides,0.0,,microscopy
6,Dinophysis brevisulcus,0.0,,microscopy
9,Dinophysis brevisulcus,0.0,,microscopy
11,Dinophysis brevisulcus,0.0,,microscopy
15,Dinophysis brevisulcus,0.0,,microscopy
16,Dinophysis brevisulcus,0.0,,microscopy
20,Dinophysis brevisulcus,0.0,,microscopy
21,Dinophysis brevisulcus,0.0,,microscopy
23,Dinophysis brevisulcus,0.0,,microscopy
26,Dinophysis brevisulcus,0.0,,microscopy
29,Dinophysis brevisulcus,0.0,,microscopy
31,Dinophysis brevisulcus,20.0,,microscopy
33,Dinophysis brevisulcus,0.0,,microscopy
36,Dinophysis brevisulcus,0.0,,microscopy
39,Dinophysis brevisulcus,0.0,,microscopy
41,Dinophysis brevisulcus,0.0,,microscopy
44,Dinophysis brevisulcus,0.0,,microscopy
