cruise,latitude,longitude,date_time,depth,hplc_alpha_beta_car,ABCRSDP1[ng/l],hplc_allo,ALLOSDP1[ng/l],ANTHHPP1[ng/l],ANTHSDP1[ng/l],ASTAXHP1[ng/l],ASTAXHSD[ng/l],BBCAHPP1[ng/l],BBCASDP1[ng/l],BECAHPP1[ng/l],BECASDP1[ng/l],hplc_but_fuco,BUTASDP1[ng/l],hplc_chl_c12,C1C2SDP1[ng/l],hplc_chl_c2_mgdg_14,C2MEHPCU[ng/l],hplc_chl_c2_mgdg_18,C2MEHUCU[ng/l],C2MEHUE1[ng/l],CANXHPP1[ng/l],CBDVHPP1[ng/l],CBDVSDP1[ng/l],hplc_tot_chl_b,CHLBSDP1[ng/l],CHLC1HP1[ng/l],CHLC1HSD[ng/l],hplc_tot_chl_c,CHLCSDP1[ng/l],CIDAHPP1[ng/l],CIDASDP1[ng/l],CIDBHPP1[ng/l],CIDBSDP1[ng/l],CLAAHPP1[ng/l],CLAASDP1[ng/l],CLAEHPP1[ng/l],CLAESDP1[ng/l],CLC2HPP1[ng/l],CLC2SDP1[ng/l],hplc_chl_c3,CLC3SDP1[ng/l],chl_a_fluor,CPHLHPP1[mg/m^3],hplc_diadino,DIADSDP1[ng/l],hplc_diato,DIATSDP1[ng/l],DINXHPP1[ng/l],DINXSDP1[ng/l],hplc_dv_chl_a,DVCASDP1[ng/l],hplc_dv_chl_b,DVCBSDP1[ng/l],FUCSHPP1[ng/l],hplc_fuco,FUCXSDP1[ng/l],hplc_gyro,GDIESDP1[ng/l],hplc_hex_fuco,HEXOSDP1[ng/l],HEXSHPP1[ng/l],K4HXHPP1[ng/l],hplc_lut,LUTNSDP1[ng/l],M320HPP1[ng/l],M335HPP1[ng/l],MAASHPP1[ng/l],MASTHPP1[ng/l],MDCAHPP1[ng/l],MDVPHPP1[ng/l],MDVPSDP1[ng/l],MEPAHPP1[ng/l],MM2GHPP1[ng/l],MMMSHPP1[ng/l],MMMTHPP1[ng/l],MMSEHPP1[ng/l],MMYGHPP1[ng/l],MMYTHPP1[ng/l],MPALHPP1[ng/l],MPASHPP1[ng/l],MPNEHPP1[ng/l],MPOLHPP1[ng/l],MPORHPP1[ng/l],MPSSHPP1[ng/l],MSHIHPP1[ng/l],MSMEHPP1[ng/l],MUSUHPP1[ng/l],hplc_mv_chl_a,MVACSDP1[ng/l],hplc_mv_chl_c3,MZPAHPP1[ng/l],hplc_neo,QV:BODC.92,NEOXSDP1[ng/l],hplc_phide_a,QV:BODC.94,PBAXSDP1[ng/l],hplc_phide_b,PBZZHPP1[ng/l],hplc_perid,QV:BODC.98,PERISDP1[ng/l],PRFUHPP1[ng/l],hplc_pras,QV:BODC.101,PRSXSDP1[ng/l],hplc_phytin_a,QV:BODC.103,PTAXSDP1[ng/l],hplc_phytin_b,PTBXSDP1[ng/l],PTZZHPP1[ng/l],hplc_pyrophaeo_a,SDCLHPP1[mg/m^3],hplc_viola,QV:BODC.110,VILXSDP1[ng/l],VINEHPP1[ng/l],QV:BODC.112,VINESDP1[ng/l],ZELUHPP1[ng/l],ZELUSDP1[ng/l],hplc_zea,QV:BODC.116,ZEOXSDP1[ng/l],BODC_stn_y,Orig_stn_y,ODV_type_y,Gear_y,W_depth[metres]_y,Site_y,Bot_press[db]_y,BODC_bot_y,Bot_Flag_y,Rosette_Pos_y,Firing_Seq_y,Bot_Ref_y,ALKYPOTK[umol/kg],QV:BODC_y,ALSDPOTK[umol/kg],QV:BODC.1,CCA17035[umol/l],QV:BODC.2_y,CINGFA04[umol/l],QV:BODC.3,poc,QV:BODC.4_y,CORGCOF1[umol/l],QV:BODC.5,CORGUVD2[umol/l],QV:BODC.6_y,DFEFICHL[nmol/l],QV:BODC.7,DFEFICSD[nmol/l],QV:BODC.8_y,DOKGWITX[umol/kg],QV:BODC.9,DOXYSC01[umol/l],QV:BODC.10_y,DOXYSU01[umol/l],QV:BODC.11,DOXYSU02[umol/l],QV:BODC.12_y,DOXYWITX[umol/l],QV:BODC.13,DWIRPP01[W/m^2],QV:BODC.14_y,FESDCLDX[nmol/l],QV:BODC.15,FEXXCLDX[nmol/l],QV:BODC.16,IRRDPP01[uE/m^2/s],QV:BODC.17_y,IRRDSD01[uE/m^2/s],QV:BODC.18_y,IRRDUV01[uE/m^2/s],QV:BODC.19,IRRUPP01[uE/m^2/s],QV:BODC.20,IRRUUV01[uE/m^2/s],QV:BODC.21,IRRUUVSD[uE/m^2/s],QV:BODC.22_y,MDMAP010[umol/l],QV:BODC.23,tot_alkalinity,QV:BODC.24_y,MDMASD14[umol/kg],QV:BODC.25,NTKGAATX[umol/kg],QV:BODC.26_y,NTRAMW04[umol/kg],QV:BODC.27,NTRIAAD5[umol/l],QV:BODC.28,NTRIAADZ[umol/l],QV:BODC.29,nitrite,QV:BODC.30_y,NTRIASD5[umol/l],QV:BODC.31,NTRIKGTX[umol/kg],QV:BODC.32,NTRILWTX[umol/l],QV:BODC.33,NTRZAAD1[umol/l],QV:BODC.34,NTRZAAD5[umol/l],QV:BODC.35,NTRZAADZ[umol/l],QV:BODC.36,nitrate_nitrite,QV:BODC.37,NTRZASD5[umol/l],QV:BODC.38_y,NTRZLWTX[umol/l],QV:BODC.39,NTSDAATX[umol/l],QV:BODC.40_y,OXSDSU01[umol/l],QV:BODC.41,OXSDSU02[umol/l],QV:BODC.42_y,PHKGAATX[umol/kg],QV:BODC.43_y,PHOSAAD1[umol/l],QV:BODC.44_y,PHOSAAD5[umol/l],QV:BODC.45,PHOSAADZ[umol/l],QV:BODC.46_y,phosphate,QV:BODC.47,PHOSASD5[umol/l],QV:BODC.48,PHOSLWTX[umol/l],QV:BODC.49,PSALBSTX[Dmnless],QV:BODC.50_y,PSALCC01[Dmnless],QV:BODC.51,PSALCC02[Dmnless],QV:BODC.52_y,PSALCU01[Dmnless],QV:BODC.53,PSALCU02[Dmnless],QV:BODC.54,PSALSG01[Dmnless],QV:BODC.55_y,PSALST01[Dmnless],QV:BODC.56,PSALST02[Dmnless],QV:BODC.57_y,PSSDBSTX[Dmnless],QV:BODC.58,PSSDCU01[Dmnless],QV:BODC.59_y,PSSDCU02[Dmnless],QV:BODC.60,SDCORGP1[umol/l],QV:BODC.61,SDNZAAD1[umol/l],QV:BODC.62,SDNZAATX[umol/l],QV:BODC.63_y,SDOXWITX[umol/l],QV:BODC.64,SDPHAAD1[umol/l],QV:BODC.65,SDPHAATX[umol/l],QV:BODC.66,SFEFICHL[nmol/l],QV:BODC.67,SFEFICSD[nmol/l],QV:BODC.68,SLCAAAD5[umol/l],QV:BODC.69,SLCAAADZ[umol/l],QV:BODC.70_y,silicate,QV:BODC.71,SLCAASD5[umol/l],QV:BODC.72,SLKGAATX[umol/kg],QV:BODC.73,SLSDAATX[umol/l],QV:BODC.74,TCO2CBSD[umol/l],QV:BODC.75,TCO2CBTX[umol/l],QV:BODC.76,TCO2KG01[umol/kg],QV:BODC.77,TCO2KG02[umol/kg],QV:BODC.78,TCO2MATX[umol/l],QV:BODC.79,TCO2MSSD[umol/kg],QV:BODC.80,TCO2MSXX[umol/kg],QV:BODC.81,TCO2SDK2[umol/kg],QV:BODC.82,TCO2SDKG[umol/kg],QV:BODC.83,temperature,QV:BODC.84,TEMPCU02[degC],QV:BODC.85,TEMPPR01[degC],QV:BODC.86,TEMPSD03[degC],QV:BODC.87,TEMPSD04[degC],QV:BODC.88_y,TEMPST01[degC],QV:BODC.89,TEMPST02[degC],QV:BODC.90,UWIRPP01[W/m^2],QV:BODC.91,nitrate,salinity,oxygen,id,source_name,hplc_present,chemtax_present,microscopy_present
AMT5,36.1422,-19.6746,1997-09-22 03:00:00,6.0,,,0.0,,,,,,0.0031,,,,0.0034100000000000003,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,0.00314,,0.0,,0.06,0.038,0.00479,,0.0,,,,0.01168,,0.0,,,0.00177,,,,0.01293,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0008399999999999999,,,,,,,,0.02942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5665,AMT,1,0,1
AMT5,35.7933,-19.5985,1997-09-22 05:00:00,6.0,,,0.0,,,,,,0.00413,,,,0.00325,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,0.00466,,0.0,,0.09,0.048,0.00547,,0.0,,,,0.02275,,0.0,,,0.00322,,,,0.0159,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00235,,,,,,,,,,,,,,,0.00049,,,,,,,,0.04371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5666,AMT,1,0,1
AMT5,35.4615,-19.5324,1997-09-22 07:00:00,6.0,,,0.0,,,,,,0.00642,,,,0.00432,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,0.006030000000000001,,0.0024,,0.09,0.0549,0.006889999999999999,,0.0,,,,0.03034,,0.0,,,0.00395,,,,0.020370000000000003,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0022299999999999998,,,,,,,,,,,,,,,0.00115,,,,,,,,0.04228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5667,AMT,1,0,1
AMT5,35.2623,-19.3567,1997-09-22 13:00:00,6.0,,,0.0,,,,,,0.00504,,,,0.00452,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,0.0038599999999999997,,0.0,,0.09,0.0436,0.00821,,0.00674,,,,0.02104,,0.0,,,0.00249,,,,0.015390000000000001,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00174,,,,,,,,,,,,,,,0.0007700000000000001,,,,,,,,0.03771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5668,AMT,1,0,1
AMT5,31.7826,-17.8372,1997-09-25 18:00:00,6.0,,,0.00054,,,,,,0.00269,,,,0.00335,,,,,,,,,0.93023,,,0.0,,,,,,,,,,,,,,0.00316,,0.0025499999999999997,,0.06,0.0378,0.00393,,0.00011999999999999999,,,,0.01084,,0.0,,,0.00197,,,,0.01286,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00095,,,,,,,,,,,,,,,0.0005600000000000001,,,,,,,,0.02818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5669,AMT,1,0,1
AMT5,31.475,-18.2116,1997-09-25 20:00:00,6.0,,,0.0,,,,,,0.0019399999999999999,,,,0.00262,,,,,,,,,0.93023,,,0.0,,,,,,,,,,,,,,0.00256,,0.00114,,0.03,0.0248,0.0028,,0.0,,,,0.00779,,0.0,,,0.0020299999999999997,,,,0.01013,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.00069,,,,,,,,0.02341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5670,AMT,1,0,1
AMT5,31.1666,-18.606,1997-09-25 22:00:00,6.0,,,0.0,,,,,,0.0023599999999999997,,,,0.00329,,,,,,,,,0.93023,,,0.0,,,,,,,,,,,,,,0.00349,,0.00138,,0.03,0.0322,0.0034500000000000004,,0.0,,,,0.00523,,0.0,,,0.00127,,,,0.01396,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018700000000000001,,,,,,,,,,,,,,,0.00093,,,,,,,,0.0218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5671,AMT,1,0,1
AMT5,30.8372,-18.9854,1997-09-26 00:00:00,6.0,,,0.0,,,,,,0.00186,,,,0.00279,,,,,,,,,0.93023,,,0.0,,,,,,,,,,,,,,0.0020099999999999996,,0.00101,,0.02,0.0328,0.00279,,0.0,,,,0.004200000000000001,,0.0,,,0.00199,,,,0.0092,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0007700000000000001,,,,,,,,0.018699999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5672,AMT,1,0,1
AMT5,30.5009,-19.3523,1997-09-26 02:00:00,6.0,,,0.0,,,,,,0.00195,,,,0.00297,,,,,,,,,0.93023,,,0.0,,,,,,,,,,,,,,0.00335,,0.00215,,0.03,0.0313,0.00265,,0.0,,,,0.0070999999999999995,,0.0,,,0.0023799999999999997,,,,0.012230000000000001,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00079,,,,,,,,,,,,,,,0.0010400000000000001,,,,,,,,0.02068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5673,AMT,1,0,1
AMT5,30.1564,-19.71,1997-09-26 04:00:00,6.0,,,0.0,,,,,,0.00307,,,,0.00256,,,,,,,,,0.93023,,,0.0,,,,,,,,,,,,,,0.00226,,0.00156,,0.03,0.0317,0.00271,,0.0,,,,0.01123,,0.0,,,0.00146,,,,0.01083,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00103,,,,,,,,,,,,,,,0.0007199999999999999,,,,,,,,0.03319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5674,AMT,1,0,1
AMT5,29.8196,-20.068,1997-09-26 06:00:00,6.0,,,0.0,,,,,,0.00265,,,,0.00239,,,,,,,,,0.93023,,,0.0,,,,,,,,,,,,,,0.00454,,0.00269,,0.04,0.0307,0.0023,,0.0,,,,0.01175,,0.0,,,0.0010500000000000002,,,,0.0132,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015400000000000001,,,,,,,,,,,,,,,0.0005200000000000001,,,,,,,,0.030199999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5675,AMT,1,0,1
AMT5,29.5016,-20.4341,1997-09-26 08:00:00,6.0,,,0.0,,,,,,0.00372,,,,0.0035099999999999997,,,,,,,,,0.93023,,,0.0,,,,,,,,,,,,,,0.00436,,0.0026,,0.04,0.0407,0.00498,,0.0,,,,0.01411,,0.0,,,0.00126,,,,0.01685,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00114,,,,,,,,,,,,,,,0.00102,,,,,,,,0.03226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5676,AMT,1,0,1
AMT5,29.1917,-20.7931,1997-09-26 10:00:00,6.0,,,0.0,,,,,,0.00311,,,,0.0023799999999999997,,,,,,,,,0.93023,,,0.0,,,,,,,,,,,,,,0.01166,,0.00106,,0.05,0.0359,0.0034500000000000004,,0.0015300000000000001,,,,0.01465,,0.0,,,0.00122,,,,0.01087,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00075,,,,,,,,,,,,,,,0.0007700000000000001,,,,,,,,0.02616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5677,AMT,1,0,1
AMT5,28.6341,-20.9925,1997-09-26 14:07:00,6.0,,,0.0,,,,,,0.004070000000000001,,,,0.00387,,,,,,,,,0.93023,,,0.0,,,,,,,,,,,,,,0.00549,,0.00189,,0.06,0.0419,0.00872,,0.00302,,,,0.016079999999999997,,0.0,,,0.00317,,,,0.01499,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00277,,,,,,,,,,,,,,,0.0006,,,,,,,,0.04084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5678,AMT,1,0,1
AMT5,28.1127,-20.9965,1997-09-26 17:00:00,6.0,,,0.0,,,,,,0.00444,,,,0.00318,,,,,,,,,0.93023,,,0.0,,,,,,,,,,,,,,0.00435,,0.00164,,0.06,0.0379,0.0070999999999999995,,0.0038799999999999998,,,,0.01684,,0.0,,,0.00229,,,,0.01476,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00391,,,,,,,,,,,,,,,0.00098,,,,,,,,0.04541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5679,AMT,1,0,1
AMT5,27.6849,-20.9861,1997-09-26 18:55:00,6.0,,,0.0,,,,,,0.00322,,,,0.0033799999999999998,,,,,,,,,0.93023,,,0.0,,,,,,,,,,,,,,0.00419,,0.00176,,0.06,0.0349,0.0051600000000000005,,0.00094,,,,0.01097,,0.0,,,0.00231,,,,0.01452,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00057,,,,,,,,,,,,,,,0.00087,,,,,,,,0.02902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5680,AMT,1,0,1
AMT5,27.2122,-20.9926,1997-09-26 21:00:00,6.0,,,0.0,,,,,,0.007549999999999999,,,,0.0030299999999999997,,,,,,,,,0.93023,,,0.0,,,,,,,,,,,,,,0.00788,,0.00322,,0.12,0.0435,0.0029,,0.0,,,,0.04051,,0.0,,,0.00228,,,,0.01463,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00219,,,,,,,,,,,,,,,0.00066,,,,,,,,0.06613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5681,AMT,1,0,1
AMT5,26.7727,-20.9992,1997-09-26 23:00:00,6.0,,,0.0,,,,,,0.00653,,,,0.00444,,,,,,,,,0.93023,,,0.00495,,,,,,,,,,,,,,0.00649,,0.0029500000000000004,,0.06,0.0517,0.0066500000000000005,,0.0,,,,0.02327,,0.0,,,0.00394,,,,0.01778,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00185,,,,,,,,,,,,,,,0.0010500000000000002,,,,,,,,0.04865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5682,AMT,1,0,1
AMT5,26.4383,-20.9989,1997-09-27 01:00:00,6.0,,,0.0,,,,,,0.00574,,,,0.00467,,,,,,,,,0.93023,,,0.0,,,,,,,,,,,,,,0.007,,0.0030800000000000003,,0.09,0.0561,0.0070999999999999995,,0.0,,,,0.020390000000000002,,0.0,,,0.00387,,,,0.0202,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0019199999999999998,,,,,,,,,,,,,,,0.00139,,,,,,,,0.04999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5683,AMT,1,0,1
AMT5,25.9671,-21.004,1997-09-27 03:00:00,6.0,,,0.0,,,,,,0.00817,,,,0.0045,,,,,,,,,0.93023,,,0.0,,,,,,,,,,,,,,0.00764,,0.0035800000000000003,,0.11,0.0637,0.00643,,0.0,,,,0.027039999999999998,,0.0,,,0.0054,,,,0.02013,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00189,,,,,,,,,,,,,,,0.0010500000000000002,,,,,,,,0.05858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5684,AMT,1,0,1
AMT5,25.4952,-20.9987,1997-09-27 05:00:00,6.0,,,0.0,,,,,,0.00737,,,,0.0053,,,,,,,,,0.93023,,,0.0,,,,,,,,,,,,,,0.0091,,0.00302,,0.12,0.0695,0.00596,,0.0,,,,0.029679999999999998,,0.0,,,0.00596,,,,0.01986,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00206,,,,,,,,,,,,,,,0.00134,,,,,,,,0.057280000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5685,AMT,1,0,1
AMT5,25.0299,-20.9904,1997-09-27 07:00:00,6.0,,,0.0,,,,,,0.00692,,,,0.0039,,,,,,,,,0.93023,,,0.0,,,,,,,,,,,,,,0.00658,,0.00218,,0.11,0.0448,0.00382,,0.0,,,,0.02485,,0.0,,,0.0029300000000000003,,,,0.016329999999999997,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00139,,,,,,,,,,,,,,,0.00083,,,,,,,,0.0496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5686,AMT,1,0,1
